Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8399603,2019-01-05 18:42:25,2019-01-05 18:39:43,19249,5890194,19249,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399603/SRR8399603.sralite.1,SRX5208895,214648449_Ankur103-D1-45-7_S103,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213409,SAMN10696813,simple,32630,synthetic construct,214648449_Ankur103-D1-45-7_S103,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,D5E2A3EFA67B615FFED13033CD142842,56643B2FA8687AE961416639358776D7
SRR8399771,2019-01-05 18:43:23,2019-01-05 18:40:02,26145,8000370,26145,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399771/SRR8399771.sralite.1,SRX5209240,214648454_Ankur154-A4-55-2_S154,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213754,SAMN10696672,simple,32630,synthetic construct,214648454_Ankur154-A4-55-2_S154,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A90082E3FD27FB120C078EA287A58383,F67EE018E657A3A7D9A76BC9FDAB1BF3
SRR8399475,2019-01-05 18:42:27,2019-01-05 18:39:34,26257,8034642,26257,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399475/SRR8399475.sralite.1,SRX5209023,214648455_Ankur161-A6-55-1_S161,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213537,SAMN10696687,simple,32630,synthetic construct,214648455_Ankur161-A6-55-1_S161,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,CA9907F319792713B980CBC3A40E13C0,1D6662FB6C2D5D0B27029123187E8E40
SRR8399480,2019-01-05 18:42:27,2019-01-05 18:39:36,28160,8616960,0,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399480/SRR8399480.sralite.1,SRX5209018,214648456_Ankur166-A6-55-6_S166,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213532,SAMN10696692,simple,32630,synthetic construct,214648456_Ankur166-A6-55-6_S166,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,,
SRR8399960,2019-01-05 18:43:18,2019-01-05 18:40:42,42913,13131378,42913,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399960/SRR8399960.sralite.1,SRX5209051,214648458_Ankur175-B1-55-7_S175,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213565,SAMN10696709,simple,32630,synthetic construct,214648458_Ankur175-B1-55-7_S175,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,9226B8A50519E1CBB9E138D888A3ED80,CE2A5FD76D99F8CD0C5AB969D1BC6E07
SRR8399570,2019-01-05 18:42:26,2019-01-05 18:39:43,39219,12001014,39219,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399570/SRR8399570.sralite.1,SRX5208928,214648459_Ankur181-B2-55-5_S181,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213442,SAMN10696723,simple,32630,synthetic construct,214648459_Ankur181-B2-55-5_S181,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,4B3FACC0DE9196B267A500CCC33438F1,2B720A48BA382404DE86BF10D01A518F
SRR8399617,2019-01-05 18:42:25,2019-01-05 18:39:47,40867,12505302,40867,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399617/SRR8399617.sralite.1,SRX5208881,214648463_Ankur215-C2-55-7_S215,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213395,SAMN10696789,simple,32630,synthetic construct,214648463_Ankur215-C2-55-7_S215,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A186D9A1BFE7E866E3E971EED89324B9,DA6C2FE650228F1321A8791BD62E5FF5
SRR8399810,2019-01-05 18:43:22,2019-01-05 18:40:07,27804,8508024,27804,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399810/SRR8399810.sralite.1,SRX5209201,214650446_Ankur048-B1-45-8_S48,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213715,SAMN10696702,simple,32630,synthetic construct,214650446_Ankur048-B1-45-8_S48,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,84E585176C761C36C4574405F211CAB8,6C21AA68773D93E5BF12A6B9A5409348
SRR8399580,2019-01-05 18:42:26,2019-01-05 18:39:42,18340,5612040,18340,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399580/SRR8399580.sralite.1,SRX5208918,214650448_Ankur055-B2-45-7_S55,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213432,SAMN10696717,simple,32630,synthetic construct,214650448_Ankur055-B2-45-7_S55,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,D4B08DF3AB4D6C75CFC9A65CBA4EDF39,18F46B6DED497914B363827C2E3B5425
SRR8399748,2019-01-05 18:42:22,2019-01-05 18:40:00,28512,8724672,28512,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399748/SRR8399748.sralite.1,SRX5208750,214650455_Ankur085-C2-45-5_S85,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213264,SAMN10696779,simple,32630,synthetic construct,214650455_Ankur085-C2-45-5_S85,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,35C4B4A4A54512D3577B5C3AB536D60A,EF8D065FDF634FF1A7C51CF6872E0326
SRR8399747,2019-01-05 18:42:22,2019-01-05 18:39:56,18544,5674464,18544,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399747/SRR8399747.sralite.1,SRX5208751,214650456_Ankur086-C2-45-6_S86,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213265,SAMN10696780,simple,32630,synthetic construct,214650456_Ankur086-C2-45-6_S86,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,2BC11B51D1C29BF5E8D27B233E2194B0,0C2E7C6BA062C4C8453D15C5E33719B5
SRR8399721,2019-01-05 18:42:23,2019-01-05 18:39:59,38665,11831490,38665,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399721/SRR8399721.sralite.1,SRX5208777,214650458_Ankur096-C3-45-8_S96,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213291,SAMN10696798,simple,32630,synthetic construct,214650458_Ankur096-C3-45-8_S96,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,C950D69E79C4AC1AEC4D87ED4EE1DCEE,5AC22250C0F01E1D2A5FB5859A278B1F
SRR8399582,2019-01-05 18:42:26,2019-01-05 18:39:46,36455,11155230,36455,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399582/SRR8399582.sralite.1,SRX5208916,214650465_Ankur177-B2-55-1_S177,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213430,SAMN10696719,simple,32630,synthetic construct,214650465_Ankur177-B2-55-1_S177,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,2EE3D94EA96D081FD16F2E0AA52A596D,5C1DA4F36B35217FDE462A5C61047B94
SRR8399557,2019-01-05 18:42:26,2019-01-05 18:39:42,39965,12229290,39965,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399557/SRR8399557.sralite.1,SRX5208941,214650470_Ankur229-D1-55-5_S229,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213455,SAMN10696819,simple,32630,synthetic construct,214650470_Ankur229-D1-55-5_S229,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E69DE8AA18E2A0645153002778963314,02905BE8785E3AC6058612534DD964A3
SRR8399932,2019-01-05 18:43:19,2019-01-05 18:40:40,43875,13425750,43875,306,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399932/SRR8399932.sralite.1,SRX5209079,214650471_Ankur246-E1-55-6_S246,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213593,SAMN10696852,simple,32630,synthetic construct,214650471_Ankur246-E1-55-6_S246,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,3DA23757E6A9FF103A1B2B16F8CAB1BF,5D772916DAEBF8A71A849922AFD7D61E
SRR8399563,2019-01-05 18:42:26,2019-01-05 18:39:40,24900,7619400,24900,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399563/SRR8399563.sralite.1,SRX5208935,214651443_Ankur007-A1-45-7_S7,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213449,SAMN10696621,simple,32630,synthetic construct,214651443_Ankur007-A1-45-7_S7,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,5A4A2588D6BA3FDFEA5362325C2CA35C,BFDA64F5467D99BC75201AC35EBAC093
SRR8399538,2019-01-05 18:42:26,2019-01-05 18:39:40,22081,6756786,22081,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399538/SRR8399538.sralite.1,SRX5208960,214651445_Ankur022-A3-45-6_S22,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213474,SAMN10696652,simple,32630,synthetic construct,214651445_Ankur022-A3-45-6_S22,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,4C443B8748AB4B2880B081C066F1C951,12AF409A3BE3EAD758CBBB8E747F0656
SRR8399775,2019-01-05 18:43:22,2019-01-05 18:39:58,14909,4562154,14909,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399775/SRR8399775.sralite.1,SRX5209236,214651446_Ankur030-A4-45-6_S30,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213750,SAMN10696668,simple,32630,synthetic construct,214651446_Ankur030-A4-45-6_S30,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,7CFEF2E92B0B80E76A112A6BA6354293,BE23030AA1972BF843123A0BF568A027
SRR8399958,2019-01-05 18:43:18,2019-01-05 18:40:35,14618,4473108,14618,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399958/SRR8399958.sralite.1,SRX5209053,214651449_Ankur049-B2-45-1_S49,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213567,SAMN10696711,simple,32630,synthetic construct,214651449_Ankur049-B2-45-1_S49,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E5C97BD2A4ABE894E4426B2E9171DACE,67CED97058EA3ACFA0EFD32C159B3BB0
SRR8399722,2019-01-05 18:42:23,2019-01-05 18:39:53,18607,5693742,18607,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399722/SRR8399722.sralite.1,SRX5208776,214651452_Ankur095-C3-45-7_S95,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213290,SAMN10696797,simple,32630,synthetic construct,214651452_Ankur095-C3-45-7_S95,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,7307091E295F3D17389865CAE697152F,6146B75CA5848457627B7E1033479593
SRR8399600,2019-01-05 18:42:25,2019-01-05 18:39:48,25686,7859916,25686,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399600/SRR8399600.sralite.1,SRX5208898,214651453_Ankur102-D1-45-6_S102,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213412,SAMN10696812,simple,32630,synthetic construct,214651453_Ankur102-D1-45-6_S102,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E1E5F5945973483DD324C7D0F00E1CAC,DEBEB862058C82C984541529B71EB210
SRR8399790,2019-01-05 18:43:22,2019-01-05 18:40:00,15133,4630698,15133,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399790/SRR8399790.sralite.1,SRX5209221,214651455_Ankur116-E1-45-4_S116,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213735,SAMN10696842,simple,32630,synthetic construct,214651455_Ankur116-E1-45-4_S116,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,8114C7877711BA3DD3BC8C90CBB29523,627D7B75AE953F60D19C8DAE3E6D5BC3
SRR8399492,2019-01-05 18:42:27,2019-01-05 18:39:33,15626,4781556,15626,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399492/SRR8399492.sralite.1,SRX5209006,214651456_Ankur122-E2-45-2_S122,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213520,SAMN10696856,simple,32630,synthetic construct,214651456_Ankur122-E2-45-2_S122,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,9AD29A6BD2A61D63BA39E9389127E927,7AB299CFB05BE2A1DDB111740A995E7E
SRR8399490,2019-01-05 18:42:27,2019-01-05 18:39:37,50452,15438312,50452,306,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399490/SRR8399490.sralite.1,SRX5209008,214651457_Ankur124-E2-45-4_S124,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213522,SAMN10696858,simple,32630,synthetic construct,214651457_Ankur124-E2-45-4_S124,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A48F10B7F635FE63A5DAE4B41B24FB74,836D40100674DF62EBDCD131A2B8F478
SRR8399639,2019-01-05 18:42:24,2019-01-05 18:39:48,28474,8713044,28474,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399639/SRR8399639.sralite.1,SRX5208859,214651458_Ankur130-A1-55-2_S130,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213373,SAMN10696624,simple,32630,synthetic construct,214651458_Ankur130-A1-55-2_S130,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A54D522A354DF5FDCADC3C60F55FAF42,BB73B7083DCE54EF33FA10D1753D0908
SRR8399540,2019-01-05 18:42:26,2019-01-05 18:39:40,26669,8160714,26669,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399540/SRR8399540.sralite.1,SRX5208958,214651459_Ankur144-A2-55-8_S144,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213472,SAMN10696646,simple,32630,synthetic construct,214651459_Ankur144-A2-55-8_S144,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,317C65295C056A844E34EC96E5ED79DF,C67C2D06518A76B05F27BC2FCC04E2EE
SRR8399470,2019-01-05 18:42:27,2019-01-05 18:39:36,48675,14894550,48675,306,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399470/SRR8399470.sralite.1,SRX5209028,214651460_Ankur150-A3-55-6_S150,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213542,SAMN10696660,simple,32630,synthetic construct,214651460_Ankur150-A3-55-6_S150,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,98AB29A9EBAF6F039A6BAF5EFD02C169,A755CEFA5F8C1D3E7FC1CC4CF125EB50
SRR8399797,2019-01-05 18:43:22,2019-01-05 18:40:04,33464,10239984,33464,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399797/SRR8399797.sralite.1,SRX5209214,214651462_Ankur191-B3-55-7_S191,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213728,SAMN10696741,simple,32630,synthetic construct,214651462_Ankur191-B3-55-7_S191,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,3354A00F48AFD9B46361E5D6D4D283B6,9279AC79CF9EA5FFCCF4573C7BAE6170
SRR8399723,2019-01-05 18:42:23,2019-01-05 18:39:56,31512,9642672,31512,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399723/SRR8399723.sralite.1,SRX5208775,214651463_Ankur218-C3-55-2_S218,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213289,SAMN10696800,simple,32630,synthetic construct,214651463_Ankur218-C3-55-2_S218,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,446C5D4F315F40ACEEB386DE4E5A2EFB,EEC40F5E9DB35A67C22C37600DAC0981
SRR8399555,2019-01-05 18:42:26,2019-01-05 18:39:38,23263,7118478,23263,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399555/SRR8399555.sralite.1,SRX5208943,214651464_Ankur231-D1-55-7_S231,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213457,SAMN10696821,simple,32630,synthetic construct,214651464_Ankur231-D1-55-7_S231,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,67824E39FCD087174EE1CF3FE61A0EB0,46B9F35F6B42FD92049E384F5137103C
SRR8399649,2019-01-05 18:42:24,2019-01-05 18:39:51,46247,14151582,46247,306,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399649/SRR8399649.sralite.1,SRX5208849,214651465_Ankur252-E2-55-4_S252,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213363,SAMN10696866,simple,32630,synthetic construct,214651465_Ankur252-E2-55-4_S252,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1250456D9C9FBF6CF8C78513B939AFD3,B81D39F067AD8091D087312133D89CF1
SRR8399930,2019-01-05 18:43:19,2019-01-05 18:40:36,18010,5511060,18010,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399930/SRR8399930.sralite.1,SRX5209081,214652452_Ankur051-B2-45-3_S51,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213595,SAMN10696713,simple,32630,synthetic construct,214652452_Ankur051-B2-45-3_S51,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,94A9EB4C7AC25D838275AFA5566314F3,371C633165FA372729D9AF1E2C3A1C91
SRR8399505,2019-01-05 18:42:27,2019-01-05 18:39:37,25671,7855326,25671,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399505/SRR8399505.sralite.1,SRX5208993,214652456_Ankur076-C1-45-4_S76,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213507,SAMN10696762,simple,32630,synthetic construct,214652456_Ankur076-C1-45-4_S76,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,CAAD2149A7AD647D9E0E70FE70CA15B6,9842D46366CFD91473E3B66E27DDCA61
SRR8399604,2019-01-05 18:42:25,2019-01-05 18:39:45,31063,9505278,31063,306,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399604/SRR8399604.sralite.1,SRX5208894,214652457_Ankur104-D1-45-8_S104,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213408,SAMN10696814,simple,32630,synthetic construct,214652457_Ankur104-D1-45-8_S104,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,BC41A46BDEC5351DF919270D18CD1706,EFF2D43AB2108D0106CA09733CBA153E
SRR8399562,2019-01-05 18:42:26,2019-01-05 18:39:43,24098,7373988,24098,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399562/SRR8399562.sralite.1,SRX5208936,214652458_Ankur106-D2-45-2_S106,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213450,SAMN10696824,simple,32630,synthetic construct,214652458_Ankur106-D2-45-2_S106,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,FA07076BEF4ECF1906593F07F0B21F01,6FBF88B0147BE3E962A00F724853241C
SRR8399686,2019-01-05 18:42:23,2019-01-05 18:39:53,24433,7476498,24433,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399686/SRR8399686.sralite.1,SRX5208812,214652460_Ankur109-D2-45-5_S109,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213326,SAMN10696827,simple,32630,synthetic construct,214652460_Ankur109-D2-45-5_S109,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,03AAF42305B0B56A11205231C7EA1E97,1166BF359329CA4F004BADB3885665CF
SRR8399788,2019-01-05 18:43:22,2019-01-05 18:40:05,24672,7549632,24672,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399788/SRR8399788.sralite.1,SRX5209223,214652462_Ankur114-E1-45-2_S114,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213737,SAMN10696840,simple,32630,synthetic construct,214652462_Ankur114-E1-45-2_S114,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,BC45F40BF0D69E0E0FFAE767A3BFAE3D,EC15FD0512DEAD9470E185A5C3686BD9
SRR8399485,2019-01-05 18:42:27,2019-01-05 18:39:29,7750,2371500,7750,306,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399485/SRR8399485.sralite.1,SRX5209013,214652463_Ankur127-E2-45-7_S127,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213527,SAMN10696861,simple,32630,synthetic construct,214652463_Ankur127-E2-45-7_S127,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1A81CC7625542A6083790C60DCBE2422,33CB3BFF31B3474DD160881381B2F007
